TYPE,CONC_NM_PBPK_pred,DV_NM
SAMPLE,1362.3203,188.076855188594
SAMPLE,313.28884,90.4624287440639
SAMPLE,136.062,50.0861393944717
SAMPLE,92.9614,27.5923620948901
SAMPLE,10.044987,1.35794759006446
DOSE,0,NA
SAMPLE,17879.438,809.277347433769
SAMPLE,11958.486,388.215130968318
SAMPLE,4037.245,224.845229652876
SAMPLE,1271.7136,163.777940278038
SAMPLE,548.3207,116.256269421292
SAMPLE,341.14513,53.3073097818021
SAMPLE,177.4774,17.8732248305057
SAMPLE,104.02313,6.70122775450439
SAMPLE,66.61377,2.98087628582997
DOSE,0,NA
SAMPLE,23858.475,734.756565900568
SAMPLE,13644.313,438.252631385945
SAMPLE,3062.8366,286.817285316843
SAMPLE,381.82607,205.846114406919
SAMPLE,18.617293,140.142692738034
SAMPLE,14.258525,83.1912471187042
SAMPLE,13.493132,36.6079068262302
SAMPLE,12.869672,19.5008768277139
SAMPLE,10.430056,11.5871252457125
SAMPLE,3.1139047,2.45041604195945
DOSE,0,NA
SAMPLE,6404.1677,666.318381951126
SAMPLE,2310.3619,333.412198844475
SAMPLE,684.12197,135.966739860035
SAMPLE,292.8651,71.2146365702042
SAMPLE,154.10411,41.1440958615928
SAMPLE,96.618295,21.8211822656898
SAMPLE,65.391496,6.70145647784982
SAMPLE,50.812736,2.55506188885893
SAMPLE,40.552925,1.52005443093867
DOSE,0,NA
SAMPLE,26534.595,2121.92496397069
SAMPLE,22087.889,1502.22422674537
SAMPLE,13841.253,1108.16706290173
SAMPLE,7924.4547,1000.75131312846
SAMPLE,3196.6212,695.448271936764
SAMPLE,741.97,544.112175128601
SAMPLE,149.68316,227.849480430486
SAMPLE,100.634195,111.302455181279
SAMPLE,80.88766,62.5189940989665
SAMPLE,16.165324,1.85293338685909
DOSE,0,NA
SAMPLE,19265.23,613.820203036412
SAMPLE,10454.669,504.392909854142
SAMPLE,1931.5838,326.095910932478
SAMPLE,206.07409,175.920308524871
SAMPLE,30.848734,205.197695308516
SAMPLE,15.401246,119.456102800951
SAMPLE,8.018494,52.7083683201426
SAMPLE,6.6030477,26.2398698231289
SAMPLE,4.6922476,14.2265987932874
DOSE,0,NA
SAMPLE,10834.608,858.145209099161
SAMPLE,4775.2852,563.434721034752
SAMPLE,1816.2707,434.897200466833
SAMPLE,764.1894,288.538827627985
SAMPLE,199.6546,249.059019380329
SAMPLE,19.987632,145.837008062244
SAMPLE,0.33444128,73.7615661250489
SAMPLE,0.043427244,38.3715596364263
SAMPLE,0.01483199,26.4354839139969
DOSE,0,NA
SAMPLE,40809.902,680.481838196794
SAMPLE,40126.236,271.725360905152
SAMPLE,39468.6,130.405264739201
SAMPLE,39249.474,97.1903067031627
SAMPLE,39554.83,45.7623256588242
SAMPLE,40760.075,16.4863278190366
SAMPLE,42664.81,4.22068872263378
DOSE,0,NA
SAMPLE,39223.537,1766.00314837398
SAMPLE,37885.017,781.680521915753
SAMPLE,34347.313,498.770209157246
SAMPLE,29981.337,316.879231211774
SAMPLE,23141.85,191.66900804433
SAMPLE,14330.658,67.0581631630878
SAMPLE,6188.4933,14.3442810028875
SAMPLE,3054.1577,5.24913702513117
SAMPLE,1690.1118,2.49655919230797
DOSE,0,NA
SAMPLE,46597.942,2208.43284453539
SAMPLE,46106.52,540.199206460646
SAMPLE,45681.152,208.703644280653
SAMPLE,45384.07,95.4339752455557
SAMPLE,45048.41,54.1921530567784
SAMPLE,45024.837,27.0995246995712
SAMPLE,45430.016,13.0121081059993
SAMPLE,45120.308,6.7108298301588
SAMPLE,44114.98,4.29489855843424
DOSE,0,NA
SAMPLE,25918.88,1874.27562722383
SAMPLE,18121.666,617.636382944053
SAMPLE,6195.208,339.625407292137
SAMPLE,1856.0855,193.163868681335
SAMPLE,588.5676,106.110341707413
SAMPLE,379.71842,57.1536738132856
SAMPLE,269.30362,30.4311476003492
SAMPLE,179.40506,18.0451145658479
SAMPLE,123.593,12.4271427463792
SAMPLE,10.28533,1.49991353895587
DOSE,0,NA
SAMPLE,2954.8404,1533.36983818748
SAMPLE,1999.8267,843.116968691264
SAMPLE,1623.6361,455.214069583975
SAMPLE,1230.4362,314.200785950466
SAMPLE,713.4864,172.384365453575
SAMPLE,223.20412,56.0952662622986
SAMPLE,29.672505,13.1024602994332
SAMPLE,9.912535,4.72010013806491
SAMPLE,3.3858977,2.28875257744703
DOSE,0,NA
SAMPLE,18525.948,406.438729780933
SAMPLE,10546.542,233.990187917343
SAMPLE,3082.602,182.338591463818
SAMPLE,1290.8484,163.137560945988
SAMPLE,381.93414,122.688912067736
SAMPLE,43.448575,102.138101616238
SAMPLE,2.1316723,67.2830942086985
SAMPLE,1.2144345,50.5496586710904
SAMPLE,1.0028541,35.0500206235935
SAMPLE,0.2365979,1.56579784422332
DOSE,0,NA
SAMPLE,33657.074,925.433796054555
SAMPLE,32672.08,622.421362153899
SAMPLE,29743.475,445.601620265228
SAMPLE,26114.449,414.613148466681
SAMPLE,20464.533,351.696202793617
SAMPLE,13058.548,239.01444133395
SAMPLE,5772.32,144.129525900825
SAMPLE,2748.696,100.36018553994
SAMPLE,1421.0689,59.2449686876748
SAMPLE,298.02597,2.17341407526004
DOSE,0,NA
SAMPLE,22990.067,340.212287043031
SAMPLE,14772.507,215.49258029076
SAMPLE,4475.157,135.741825349944
SAMPLE,884.97823,108.754998510354
SAMPLE,41.37296,54.9286802088756
SAMPLE,9.756664,19.9705760962981
SAMPLE,12.0615605,5.91614298725178
SAMPLE,12.855919,2.33737904401093
SAMPLE,11.985554,1.18160110212706
DOSE,0,NA
SAMPLE,9301.105,971.436922211839
SAMPLE,7271.6985,520.511812200035
SAMPLE,4608.938,435.569704322713
SAMPLE,2290.8463,295.427233495838
SAMPLE,612.43194,207.187411782935
SAMPLE,105.79395,131.345028090836
SAMPLE,26.70719,77.9384852169542
SAMPLE,8.680101,41.1406350915681
SAMPLE,3.0591222,19.9325632773428
DOSE,0,NA
SAMPLE,25695.28,1078.45228774321
SAMPLE,17376.858,587.759977838773
SAMPLE,6261.471,397.911945384843
SAMPLE,1327.414,325.368071906732
SAMPLE,68.339296,237.119376387404
SAMPLE,17.447846,150.872744301567
SAMPLE,18.221224,47.7507112879085
