TYPE,CONC_NM_PBPK_pred,DV_NM
SAMPLE,2937.8333,2492.31982529947
SAMPLE,2305.268,1640.84034345062
SAMPLE,1873.9796,672.684158276259
SAMPLE,1505.922,397.970284950288
SAMPLE,969.5385,206.974234358301
SAMPLE,399.58352,76.8574186257595
SAMPLE,164.89644,22.1264177363506
SAMPLE,68.48363,10.2971651920268
DOSE,0,NA
SAMPLE,2937.8333,2464.06911624718
SAMPLE,2305.268,2129.63359280732
SAMPLE,1873.9796,977.859436595269
SAMPLE,1505.922,618.60105934712
SAMPLE,969.5385,322.715014506681
SAMPLE,399.58352,114.811353730562
SAMPLE,164.89644,32.80620243358
SAMPLE,68.48363,17.6683309308176
DOSE,0,NA
SAMPLE,8054.2755,3794.45436755221
SAMPLE,2899.699,2560.88730231124
SAMPLE,980.0779,916.19546360792
SAMPLE,650.33734,218.025416409619
SAMPLE,338.93067,104.017859090733
SAMPLE,98.580614,34.3815526714758
SAMPLE,31.353038,12.2833551668074
SAMPLE,12.230694,6.38295332544969
DOSE,0,NA
SAMPLE,43067.406,9572.6009090962
SAMPLE,27930.607,7033.97290627779
SAMPLE,21058.85,8353.41437849394
SAMPLE,17277.512,6792.10040585734
SAMPLE,14821.46,4039.79487999841
SAMPLE,12236.276,2059.6989383807
SAMPLE,8698.407,659.021691987192
SAMPLE,2534.6167,27.4076533538073
DOSE,0,NA
SAMPLE,5574.0604,25500.9332782686
SAMPLE,3099.0148,20135.53858863
SAMPLE,2320.167,17225.7157987136
SAMPLE,1935.1174,16934.0568679546
SAMPLE,1737.5518,7643.24252353501
SAMPLE,1543.6332,1642.26050543286
SAMPLE,1275.1192,453.666495336354
SAMPLE,648.16105,29.2034921096868
DOSE,0,NA
SAMPLE,50357.22,62951.7276527214
SAMPLE,43896.683,63093.4180449518
SAMPLE,40429.745,68092.8905738655
SAMPLE,36593.613,47181.5859716678
SAMPLE,31661.814,36864.1111668848
SAMPLE,25372.066,37894.431895638
SAMPLE,17410.858,21293.1315527758
SAMPLE,4693.2845,2499.132255223
DOSE,0,NA
